code,long,lat,flood_depth,log_medinc,small_size,large_size,low_status_customers,high_status_customers,owntype_sole_proprietor,owntype_national_chain,y1,y2,y3,street
4843,-90.1071,29.92032,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
4846,-90.1073,29.92032,0,10.5614996623277,0,0,0,1,1,0,0,1,1,1
4850,-90.1074,29.92032,0,10.5614996623277,0,0,0,1,1,0,1,1,1,1
4861,-90.1076,29.92032,0,10.5614996623277,1,0,0,0,1,0,0,1,1,1
4866,-90.1077,29.92031,0,10.5614996623277,1,0,0,1,1,0,0,1,1,1
4914,-90.108,29.92031,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
4926,-90.1083,29.9203,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
4935,-90.1086,29.92031,0,10.5614996623277,0,0,0,0,0,0,1,1,1,1
5005,-90.1089,29.92029,0,10.5614996623277,0,0,0,1,1,0,1,1,1,1
5023,-90.1095,29.92029,0,10.5614996623277,1,0,0,0,0,0,0,0,0,1
5101,-90.1098,29.92028,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5201,-90.1108,29.92027,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5229,-90.1111,29.92027,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5234,-90.1117,29.92027,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5235,-90.1114,29.92026,0,10.5614996623277,0,0,0,1,1,0,0,1,1,1
5240,-90.1119,29.92027,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5256,-90.112,29.92031,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
5259,-90.1124,29.92039,0,10.5614996623277,1,0,0,0,1,0,0,1,1,1
5354,-90.1136,29.92062,0,10.5614996623277,0,1,0,1,1,0,1,1,1,1
5401,-90.1148,29.92084,0,10.5614996623277,0,0,0,0,0,1,1,1,1,1
5408,-90.1149,29.92085,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5415,-90.115,29.92086,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5418,-90.114995,29.920875,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5419,-90.115005,29.920865,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5420,-90.1151,29.92089,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5421,-90.1152,29.92092,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5422,-90.1153,29.92095,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5425,-90.1154,29.92096,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5430,-90.1155,29.92098,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5432,-90.1156,29.92099,0,10.5614996623277,0,0,0,0,0,1,1,1,1,1
5435,-90.1157,29.921,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
5440,-90.1158,29.92103,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5500,-90.115905,29.921045,0,10.5614996623277,1,0,0,1,1,0,0,1,1,1
5501,-90.115895,29.921055,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5505,-90.116,29.92105,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5508,-90.116005,29.921055,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5509,-90.116,29.92106,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5513,-90.115995,29.921065,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5515,-90.1161,29.92107,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5519,-90.116205,29.921085,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5521,-90.116195,29.921095,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5523,-90.1163,29.92111,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5525,-90.1164,29.92113,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5530,-90.1165,29.92113,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5531,-90.1166,29.92116,0,10.5614996623277,1,0,0,1,1,0,0,1,1,1
5535,-90.1167,29.92118,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5538,-90.1168,29.9212,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
5600,-90.1169,29.92122,0,10.5614996623277,0,1,0,1,0,0,0,1,1,1
5601,-90.117,29.92124,0,10.5614996623277,0,0,0,0,0,0,0,1,1,1
5607,-90.1173,29.92131,0,10.5614996623277,0,1,0,1,0,0,0,0,0,1
5607,-90.1173,29.92131,0,10.5614996623277,0,0,0,0,0,0,0,0,0,1
5637,-90.1176,29.92135,0,10.5614996623277,1,0,0,0,1,0,0,0,0,1
5701,-90.1178,29.92139,0,10.5614996623277,1,0,0,1,1,0,0,0,0,1
5707,-90.1181,29.92144,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5721,-90.1183,29.92148,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5722,-90.1185,29.92153,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5800,-90.118705,29.921555,0,10.5614996623277,0,0,0,1,0,0,0,0,0,1
5801,-90.118695,29.921565,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5805,-90.119,29.92161,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5831,-90.1193,29.92166,0,10.5614996623277,0,0,0,1,1,0,0,0,1,1
5835,-90.1195,29.9217,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5904,-90.1198,29.92175,0,10.5614996623277,0,0,0,1,1,0,1,1,1,1
5919,-90.12,29.92179,0,10.5614996623277,0,1,0,0,1,0,1,1,1,1
5926,-90.1201,29.92182,0,10.5614996623277,1,0,0,1,1,0,0,0,0,1
5932,-90.120205,29.921835,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
5933,-90.120195,29.921845,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
5942,-90.1204,29.92187,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5950,-90.1205,29.92189,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
5960,-90.120705,29.921915,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
5961,-90.120695,29.921925,0,10.5614996623277,0,0,0,0,0,0,1,1,1,1
6001,-90.1214,29.92207,0,10.5614996623277,0,0,0,0,0,0,1,1,1,1
6008,-90.1215,29.92212,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
6033,-90.1217,29.9222,0,10.5614996623277,0,0,0,0,1,0,0,1,1,1
6042,-90.1219,29.92228,0,10.5614996623277,1,0,0,0,1,0,0,1,1,1
6045,-90.122,29.92233,0,10.5614996623277,0,0,0,0,0,0,0,0,1,1
6050,-90.1223,29.92241,0,10.5614996623277,0,0,0,0,0,0,1,1,1,1
6057,-90.1224,29.92245,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
6070,-90.1226,29.92254,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
6073,-90.1229,29.92266,0,10.5614996623277,1,0,0,1,1,0,0,1,1,1
6100,-90.123205,29.922755,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
6101,-90.123195,29.922765,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
6105,-90.1233,29.92283,0,10.5614996623277,1,0,0,0,1,0,0,1,1,1
6109,-90.1235,29.92288,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
6116,-90.1237,29.92295,0,10.5614996623277,1,0,0,0,1,0,1,1,1,1
6117,-90.1238,29.92302,0,10.5614996623277,1,0,0,1,1,0,1,1,1,1
6120,-90.1241,29.92311,0,10.5614996623277,0,0,0,0,1,0,1,1,1,1
501,-90.1345,29.94248,0,10.109891779846,0,0,0,0,1,0,1,1,1,2
503,-90.1345,29.94249,0,10.109891779846,1,0,0,1,1,0,0,0,0,2
512,-90.1345,29.94278,0,10.109891779846,0,0,0,0,1,0,1,1,1,2
513,-90.1344,29.94253,0,10.109891779846,1,0,0,0,1,0,1,1,1,2
600,-90.1342,29.94303,0,10.109891779846,0,0,1,0,0,0,1,1,1,2
601,-90.134,29.94289,0,10.109891779846,0,0,0,0,0,0,0,0,1,2
612,-90.134,29.94324,0,10.109891779846,0,0,0,0,1,0,1,1,1,2
615,-90.1339,29.94299,0,10.109891779846,0,0,0,0,0,1,1,1,1,2
622,-90.1338,29.9434,0,10.109891779846,1,0,0,0,1,0,0,1,1,2
628,-90.1336,29.94357,0,10.109891779846,1,0,0,0,1,0,1,1,1,2
632,-90.1335,29.94372,0,10.109891779846,0,0,0,0,1,0,0,0,0,2
637,-90.1334,29.94346,0,10.109891779846,0,0,0,0,0,1,1,1,1,2
708,-90.1331,29.94409,0,10.109891779846,0,0,0,0,0,0,1,1,1,2
712,-90.133,29.94417,0,10.109891779846,1,0,0,0,1,0,0,0,0,2
714,-90.1329,29.94427,0,10.109891779846,0,0,1,0,0,0,0,1,1,2
718,-90.1328,29.94438,0,10.109891779846,0,1,0,0,0,0,0,1,1,2
800,-90.1327,29.94448,0,10.109891779846,0,0,0,0,1,0,0,1,1,2
801,-90.1323,29.94446,0,10.109891779846,1,0,0,1,1,0,0,1,1,2
807,-90.1321,29.94467,0,10.109891779846,1,0,0,0,1,0,1,1,1,2
813,-90.1319,29.9449,0,10.109891779846,1,0,0,0,1,0,1,1,1,2
1000,-90.1312,29.94589,0,10.109891779846,1,0,0,1,0,0,1,1,1,2
1100,-90.1304,29.94662,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1122,-90.1302,29.94676,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1124,-90.13,29.947,1,10.109891779846,1,0,0,0,1,0,0,0,0,2
1133,-90.13,29.94666,1,10.109891779846,0,1,0,0,0,0,0,0,1,2
1140,-90.1298,29.94721,1,10.109891779846,0,0,0,0,0,1,1,1,1,2
1201,-90.1292,29.94735,1,10.109891779846,0,0,0,0,0,1,0,1,1,2
1308,-90.1289,29.94805,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1328,-90.1287,29.94819,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1332,-90.1283,29.94858,1,10.109891779846,0,0,0,0,0,0,0,1,1,2
1401,-90.1279,29.94854,1,10.109891779846,0,0,0,0,0,0,1,1,1,2
1407,-90.1275,29.94892,1,10.109891779846,1,0,0,0,1,0,1,1,1,2
1409,-90.1273,29.94916,1,10.109891779846,1,0,0,0,1,0,0,1,1,2
1414,-90.1281,29.94881,1,10.109891779846,0,0,0,0,0,0,0,0,0,2
1416,-90.1278,29.94907,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1438,-90.1276,29.94928,1,10.109891779846,0,0,0,0,1,0,1,1,1,2
1500,-90.1273,29.94957,1,10.1197152443286,0,0,0,0,1,0,1,1,1,2
1506,-90.1271,29.94973,1,10.1294431463501,0,0,0,0,1,0,0,0,1,2
1512,-90.1269,29.94988,1,10.1390773272717,1,0,0,0,1,0,1,1,1,2
1516,-90.1267,29.95007,1,10.1486195757408,1,0,0,0,1,0,0,1,1,2
1701,-90.1257,29.95065,2,10.1129256111942,0,0,0,0,0,0,1,1,1,2
2215,-90.1218,29.95425,5,10.0759102771508,1,0,0,0,1,0,0,0,1,2
2339,-90.1208,29.95516,5.5,10.0374719675305,1,0,0,0,0,0,0,1,1,2
2423,-90.1201,29.95632,5,9.9974968866074,0,0,0,0,0,0,0,0,1,2
2947,-90.116,29.95968,5,9.95585701764419,1,0,0,0,1,0,0,1,1,2
3016,-90.1156,29.96029,4,9.91240764991069,0,0,0,0,1,0,0,1,1,2
3033,-90.1152,29.96027,4,9.85431831652804,0,1,0,0,0,0,0,0,0,2
3036,-90.1151,29.96062,4,9.79264537330906,1,0,0,0,1,0,0,0,0,2
3100,-90.1146,29.96105,4,9.72691742452151,0,0,0,0,0,0,0,0,1,2
3101,-90.1143,29.96086,4,9.65656347255652,0,0,0,0,0,0,0,1,1,2
3138,-90.1144,29.9615,4,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3200,-90.1142,29.96165,4.5,9.65656347255652,1,0,1,0,1,0,1,1,1,2
3201,-90.1139,29.96134,4.5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3205,-90.1136,29.96168,4.5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3206,-90.1141,29.96182,4.5,9.65656347255652,1,0,1,0,1,0,0,0,1,2
3210,-90.1139,29.96194,4.5,9.65656347255652,0,0,0,0,0,0,0,1,1,2
3236,-90.1138,29.96211,4.5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3240,-90.1136,29.9623,4.5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3301,-90.1131,29.9621,5,9.65656347255652,0,0,0,0,1,0,0,1,1,2
3309,-90.113,29.96228,5,9.65656347255652,1,0,0,0,1,0,0,0,0,2
3317,-90.1127,29.96257,5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3319,-90.1129,29.9624,5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3331,-90.1125,29.9628,5,9.65656347255652,0,0,0,0,0,0,0,1,1,2
3415,-90.1123,29.96296,5,9.65656347255652,0,0,1,0,0,0,1,1,1,2
3417,-90.1122,29.9631,5,9.65656347255652,0,0,1,0,1,0,0,1,1,2
3419,-90.1121,29.96326,5,9.65656347255652,1,0,1,0,1,0,0,1,1,2
3443,-90.1118,29.96347,5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3500,-90.1118,29.9639,5.5,9.65656347255652,1,0,0,0,0,0,0,0,0,2
3501,-90.1117,29.96361,5.5,9.65656347255652,0,0,0,0,1,0,0,1,1,2
3504,-90.1116,29.96409,5.5,9.65656347255652,0,1,0,0,0,0,0,0,0,2
3505,-90.1115,29.96386,5.5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3511,-90.1112,29.96406,5.5,9.65656347255652,0,0,0,1,1,0,0,0,1,2
3562,-90.1115,29.96426,5.5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3566,-90.1114,29.96435,5.5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3570,-90.1113,29.96443,5.5,9.65656347255652,1,0,1,0,0,0,0,0,0,2
3601,-90.1109,29.96425,5.5,9.65656347255652,0,0,0,1,1,0,0,0,0,2
3609,-90.1108,29.96436,5.5,9.65656347255652,1,0,0,1,1,0,0,0,0,2
3612,-90.1111,29.96459,5.5,9.65656347255652,0,1,1,0,0,0,0,0,0,2
3622,-90.1108,29.96486,5.5,9.65656347255652,1,0,0,0,0,0,0,0,0,2
3627,-90.1106,29.96451,5.5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3628,-90.1106,29.96507,5.5,9.65656347255652,1,0,0,0,0,0,0,0,0,2
3629,-90.1104,29.96469,5.5,9.65656347255652,1,0,1,0,1,0,0,0,1,2
3637,-90.1102,29.96481,5.5,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3715,-90.1103,29.96541,5.5,9.65656347255652,0,0,0,0,0,0,0,0,0,2
3800,-90.1091,29.96556,6,9.65656347255652,0,1,0,0,0,0,0,0,0,2
3804,-90.1096,29.96604,6,9.65656347255652,0,1,1,0,0,0,0,0,0,2
3806,-90.1092,29.96562,6,9.65656347255652,0,1,1,0,1,0,0,0,0,2
3808,-90.1095,29.96603,6,9.65656347255652,0,0,1,0,0,0,0,0,0,2
3810,-90.109,29.96563,6,9.65656347255652,1,0,1,0,0,0,0,0,0,2
3812,-90.1095,29.96626,6,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3814,-90.1091,29.96573,6,9.65656347255652,0,0,1,0,0,0,0,0,0,2
3816,-90.1093,29.96617,6,9.65656347255652,0,0,1,0,0,0,0,0,0,2
3818,-90.1089,29.96573,6,9.65656347255652,0,0,1,0,1,0,0,0,0,2
3820,-90.1094,29.96636,6,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3822,-90.109,29.96587,6,9.65656347255652,0,0,1,0,1,0,0,0,0,2
3824,-90.1092,29.96635,6,9.65656347255652,0,0,1,0,1,0,0,0,0,2
3826,-90.1088,29.96584,6,9.65656347255652,0,1,0,0,0,0,0,0,0,2
3828,-90.1092,29.96647,6,9.65656347255652,1,0,1,0,0,0,0,0,0,2
3830,-90.1089,29.96593,6,9.65656347255652,0,0,1,0,0,0,0,0,0,2
3832,-90.1091,29.96642,6,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3834,-90.1087,29.96591,6,9.65656347255652,0,0,1,0,0,0,0,0,0,2
3836,-90.1091,29.96652,6,9.65656347255652,1,0,1,0,1,0,0,0,0,2
3838,-90.1088,29.96604,6,9.65656347255652,0,0,0,0,0,1,0,0,0,2
3840,-90.109,29.9665,6,9.65656347255652,0,0,1,0,1,0,0,0,0,2
3842,-90.1086,29.966,6,9.6768127737706,0,0,1,0,1,0,0,0,0,2
3844,-90.109,29.9666,6,9.69666016570685,0,0,1,0,1,0,0,0,0,2
3846,-90.1087,29.96615,6,9.71612129259744,0,0,0,0,0,0,0,0,0,2
3848,-90.1089,29.96659,6,9.73521090266276,0,0,1,0,1,0,0,0,0,2
3850,-90.1084,29.96618,6,9.75394291525611,1,0,1,0,0,0,0,0,0,2
4040,-90.1066,29.96803,7.5,9.77233048183429,0,0,0,0,0,0,0,0,0,2
4045,-90.1073,29.96782,7.5,9.79038604142311,1,0,0,0,0,0,0,0,0,2
4047,-90.1069,29.96823,7.5,9.80812137116374,0,0,0,0,0,0,0,0,1,2
4051,-90.1065,29.9686,7.5,9.82554763245429,0,0,0,0,0,0,0,0,1,2
4077,-90.1063,29.96881,7.5,9.84267541313937,1,0,1,0,1,0,0,0,0,2
4107,-90.1062,29.96904,7,9.84267541313937,1,0,1,0,1,0,0,0,0,2
4109,-90.1061,29.96913,7,9.84267541313937,0,0,0,0,1,0,0,0,0,2
4110,-90.1058,29.96882,7,9.84267541313937,0,0,0,0,0,0,0,0,0,2
4111,-90.106,29.96923,7,9.84267541313937,0,0,1,0,1,0,0,0,0,2
4113,-90.1058,29.96936,7,9.84267541313937,1,0,1,0,1,0,0,0,0,2
4135,-90.1056,29.96952,7,9.84267541313937,0,0,0,0,1,0,1,1,1,2
4200,-90.1052,29.96944,6,9.84267541313937,0,0,0,0,0,0,0,0,1,2
4201,-90.1052,29.96991,6,9.84267541313937,1,0,1,0,1,0,1,1,1,2
4217,-90.1049,29.97021,6,9.84267541313937,1,0,0,0,1,0,0,1,1,2
4300,-90.1044,29.9702,6.5,9.84267541313937,1,0,0,0,1,0,0,0,1,2
4400,-90.1036,29.97092,7,9.84267541313937,1,0,0,0,1,0,0,0,0,2
4440,-90.1033,29.97121,7,9.84267541313937,1,0,0,0,0,0,0,0,0,2
4451,-90.1036,29.97154,7,9.84267541313937,0,0,0,0,0,0,0,1,1,2
4615,-90.1022,29.97295,7.5,9.84267541313937,1,0,0,0,1,0,0,0,0,2
4619,-90.102,29.97312,7.5,9.84267541313937,0,0,0,0,1,0,0,0,0,2
4631,-90.1019,29.97324,7.5,9.84267541313937,1,0,0,0,1,0,0,0,0,2
4637,-90.1017,29.97334,7.5,9.84267541313937,1,0,0,0,1,0,0,0,0,2
4641,-90.1016,29.97344,7.5,9.86723841986101,1,0,0,0,1,0,0,0,0,2
4707,-90.1011,29.97394,6.5,9.89121252166052,1,0,0,0,1,0,0,1,1,2
4709,-90.1008,29.9742,6.5,9.91462529694658,1,0,0,0,1,0,0,0,0,2
4710,-90.101,29.97342,6.5,9.93750243112341,0,0,0,0,1,0,0,0,0,2
111,-90.1002,29.97464,5,9.9817440505019,0,0,0,0,0,1,0,0,1,2
112,-90.0999,29.97444,5,10.0031518756491,0,1,0,0,0,1,0,0,0,2
125,-90.1001,29.97473,5,10.0241109948599,1,0,1,0,1,0,0,0,0,2
127,-90.0999,29.97498,5,10.044639832292,1,0,0,0,1,0,0,0,1,2
134,-90.0998,29.9746,5,10.0647557001323,0,0,0,0,1,0,0,0,0,2
136,-90.0994,29.97495,5,10.0647557001323,1,0,1,0,1,0,0,0,0,2
141,-90.0997,29.97518,5,10.0647557001323,0,0,0,0,1,0,0,0,1,2
201,-90.0995,29.97529,6,10.0647557001323,0,0,0,0,1,0,0,0,0,2
206,-90.0992,29.97511,6,10.0647557001323,1,0,0,0,1,0,0,0,0,2
208,-90.0991,29.9752,6,10.0647557001323,0,0,0,0,1,0,0,0,0,2
214,-90.099,29.97528,6,10.0647557001323,0,0,0,0,1,0,0,0,0,2
216,-90.0989,29.97542,6,10.0647557001323,0,0,0,0,1,0,0,0,0,2
220,-90.0987,29.9756,6,10.0647557001323,1,0,0,0,1,0,0,0,0,2
221,-90.0992,29.97559,6,10.0647557001323,0,0,0,0,0,0,0,0,0,2
236,-90.0986,29.97572,6,10.0647557001323,0,0,0,0,1,0,0,0,0,2
301,-90.0988,29.97599,5,10.0647557001323,0,0,0,0,0,1,0,0,0,2
305,-90.0985,29.97619,5,10.0647557001323,0,0,0,0,1,0,0,0,0,2
307,-90.0984,29.97631,5,10.0647557001323,1,0,1,0,0,0,0,0,0,2
310,-90.0984,29.97589,5,10.0647557001323,0,0,0,1,1,0,0,0,0,2
313,-90.0982,29.97645,5,10.0647557001323,1,0,0,0,0,0,0,0,0,2
320,-90.0981,29.97616,5,10.0647557001323,1,0,0,0,1,0,0,1,1,2
330,-90.0979,29.97639,5,10.0647557001323,1,0,0,0,0,0,0,0,0,2
331,-90.0981,29.97661,5,10.0647557001323,0,1,0,0,0,0,0,0,0,2
400,-90.0977,29.97657,5,10.0647557001323,0,1,0,0,0,0,0,0,1,2
401,-90.0979,29.97673,5,10.0647557001323,0,1,0,0,0,1,0,0,0,2
402,-90.0975,29.97679,5,10.0647557001323,0,0,0,0,0,0,0,0,0,2
404,-90.0973,29.97698,5,10.0647557001323,1,0,1,0,0,0,0,0,0,2
406,-90.0971,29.97718,5,10.0647557001323,1,0,0,0,0,0,0,1,1,2
500,-90.0968,29.97739,5,10.0647557001323,0,1,0,0,0,0,0,0,1,2
500,-90.0968,29.97739,5,10.0647557001323,0,1,0,0,0,0,0,0,0,2
527,-90.0969,29.97764,5,10.0647557001323,0,0,0,0,1,0,0,0,0,2
606,-90.0963,29.97788,5,10.0647557001323,1,0,0,0,1,0,0,0,1,2
610,-90.096,29.97816,5,10.0647557001323,1,0,0,0,1,0,0,0,0,2
614,-90.0957,29.97838,5,10.0647557001323,1,0,0,0,1,0,0,0,0,2
625,-90.0964,29.97814,5,10.156516066488,1,0,0,0,1,0,0,1,1,2
629,-90.0962,29.97837,5,10.1116880098725,1,0,0,0,1,0,0,0,1,2
633,-90.0959,29.97858,5,10.1994204927694,1,0,0,0,1,0,0,0,0,2
729,-90.0957,29.9789,5,10.3180841745101,1,0,0,0,1,0,1,1,1,2
849,-90.0947,29.97949,4,10.3822858327179,1,0,0,0,1,0,0,0,1,2
852,-90.0943,29.97995,4,10.354703289468,1,0,0,0,1,0,0,0,0,2
900,-90.093905,29.980285,3.5,10.415727176133,0,0,0,0,1,0,0,1,1,2
901,-90.093895,29.980295,3.5,10.4571427542775,1,0,1,0,1,0,0,0,1,2
905,-90.0937,29.98047,3.5,10.4571427542775,1,0,1,0,1,0,0,0,1,2
920,-90.0934,29.98078,3,10.4571427542775,1,0,0,0,1,0,1,1,1,2
1511,-90.0628,29.96794,1.5,9.85224688834253,1,0,1,0,1,0,0,1,1,3
1931,-90.0605,29.96822,1,9.85224688834253,1,0,0,0,1,0,0,1,1,3
2004,-90.0598,29.96822,1,9.85224688834253,1,0,1,0,1,0,0,1,1,3
2026,-90.0593,29.96828,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2101,-90.0585,29.96842,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2112,-90.0578,29.9684,1,9.85224688834253,1,0,0,0,1,0,1,1,1,3
2131,-90.0574,29.96845,1,9.85224688834253,0,1,0,0,0,0,0,0,1,3
2138,-90.0571,29.96843,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2200,-90.055505,29.968595,1,9.85224688834253,0,0,1,0,0,0,0,0,0,3
2201,-90.0565,29.96852,1,9.85224688834253,1,0,1,0,1,0,0,0,1,3
2222,-90.055495,29.968605,1,9.85224688834253,0,1,0,0,0,1,0,0,0,3
2225,-90.056,29.96854,1,9.85224688834253,1,0,1,0,1,0,0,1,1,3
2227,-90.0556,29.96859,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2244,-90.054805,29.968655,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2246,-90.054803,29.9686575,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2256,-90.0548,29.96866,1,9.85224688834253,1,0,1,0,1,0,1,1,1,3
2260,-90.054798,29.9686625,1,9.85224688834253,1,0,1,0,0,0,0,1,1,3
2267,-90.0551,29.96864,1,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2270,-90.054795,29.968665,1,9.85224688834253,0,0,1,0,1,0,1,1,1,3
2273,-90.0545,29.96868,1,9.85224688834253,1,0,1,0,1,0,0,1,1,3
2301,-90.0543,29.9687,0,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2313,-90.054,29.96873,0,9.85224688834253,1,0,0,0,1,0,0,1,1,3
2353,-90.0531,29.96882,0,9.85224688834253,0,0,0,0,0,0,0,0,1,3
2356,-90.052405,29.968855,0,9.85224688834253,1,0,1,0,1,0,0,0,1,3
2359,-90.0528,29.96883,1,9.84234592209376,0,0,0,0,1,0,0,0,0,3
2360,-90.0524,29.96886,0,9.85224688834253,0,0,1,0,0,0,0,0,1,3
2361,-90.0526,29.96884,0,9.85224688834253,0,0,0,0,0,0,0,1,1,3
2372,-90.052395,29.968865,0,9.85224688834253,0,0,1,0,1,0,0,0,0,3
2381,-90.0522,29.96889,0,9.85224688834253,0,0,1,0,1,0,0,0,0,3
2400,-90.0521,29.9689,0,9.85224688834253,1,0,1,0,1,0,0,1,1,3
2418,-90.052,29.9689,0,9.85101461527501,1,0,1,0,1,0,0,1,1,3
2421,-90.0518,29.9689,0,9.84978082183687,0,0,0,0,0,1,0,0,0,3
2435,-90.0517,29.96891,0,9.85224688834253,1,0,1,0,1,0,0,0,0,3
2440,-90.0515,29.96892,0,9.84978082183687,1,0,1,0,1,0,0,1,1,3
2501,-90.051,29.96894,0.5,9.84854550427184,0,0,1,0,0,0,0,1,1,3
2520,-90.0507,29.96888,1,9.84483036904303,1,0,1,0,1,0,0,0,0,3
2609,-90.05,29.96875,1,9.84607028166618,0,0,0,0,0,0,0,0,0,3
2630,-90.0494,29.96867,1,9.84730865880968,0,0,0,0,1,0,0,0,0,3
2639,-90.0497,29.96871,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
2703,-90.0491,29.96862,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
2709,-90.0488,29.96858,1,9.83985528729127,1,0,1,0,1,0,0,1,1,3
2718,-90.0484,29.96852,1,9.84234592209376,1,0,1,0,1,0,0,0,0,3
2720,-90.048405,29.968515,1,9.84234592209376,1,0,1,0,1,0,0,0,0,3
2729,-90.0486,29.96854,1,9.84110138010003,1,0,1,0,0,0,0,0,1,3
2734,-90.048395,29.968525,1,9.83985528729127,1,0,0,0,1,0,0,0,0,3
2801,-90.0482,29.96845,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
2805,-90.048,29.9684,1,9.83985528729127,1,0,1,0,1,0,1,1,1,3
2813,-90.0477,29.96834,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
2831,-90.0474,29.96826,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
2901,-90.046995,29.968155,1,9.83985528729127,1,0,1,0,1,0,1,1,1,3
3023,-90.0453,29.96777,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
3048,-90.045005,29.967715,1,9.83985528729127,1,0,1,0,1,0,0,0,0,3
